=== /Users/shashanksaxena/Downloads/Lucernex_to_PostgreSQL_Inventory_jcrew.xlsx ===
Sheets: ['Field Inventory']


##### SHEET: Field Inventory #####
Lucernex Object	Lucernex Field Name	UI Label	Lucernex Data Type	Required	Max Size	Functional Field	Definition	Extracted to PostgreSQL	PG Database	PG Table	PG Table Status	PG Column	PG Data Type	Key Role	Notes
BudgetOptionTemplate	CompletedPhaseStatus	Completed Phase Status	Text					No			Not applicable				Lucernex object is not in the loader configuration — no PostgreSQL table is created for it
BudgetOptionTemplate	ComplexID	Complex Name	Complex ID		-	No	This is a default field that is not used for budget option templates.	No			Not applicable				Lucernex object is not in the loader configuration — no PostgreSQL table is created for it
BudgetOptionTemplate	ConstructionPhaseStatus	Construction Phase Status	Text			No	This is a default field that is not used for budget option templates.	No			Not applicable				Lucernex object is not in the loader configuration — no PostgreSQL table is created for it
BudgetOptionTemplate	CountryID	Country	Text			No	This is a default field that is not used for budget option templates.	No			Not applicable				Lucernex object is not in the loader configuration — no PostgreSQL table is created for it
BudgetOptionTemplate	CreatedByID	Created By	Member ID		-	Yes	The Created By field is a system-populated field which captures the name of the member making changes to a record.	No			Not applicable				Lucernex object is not in the loader configuration — no PostgreSQL table is created for it
BudgetOptionTemplate	CreatedDate	Created Date	Time		01/01/1900 - 01/01/3000	Yes	The Created Date field is a system-populated field which captures the date that a record was created.	No			Not applicable				Lucernex object is not in the loader configuration — no PostgreSQL table is created for it
BudgetOptionTemplate	CrossStreet1	Cross Street #1	Text			No	This is a default field that is not used for budget option templates.	No			Not applicable				Lucernex object is not in the loader configuration — no PostgreSQL table is created for it
BudgetOptionTemplate	CrossStreet2	Cross Street #2	Text			No	This is a default field that is not used for budget option templates.	No			Not applicable				Lucernex object is not in the loader configuration — no PostgreSQL table is created for it
BudgetOptionTemplate	CurrentCodeProjectPhaseID	Project Phase	Dropdown (Project Phase Code)		-	No	This is a default field that is not used for budget option templates.	No			Not applicable				Lucernex object is not in the loader configuration — no PostgreSQL table is created for it
BudgetOptionTemplate	CurrentMilestone	Current Milestone	Text		-	No	This is a default field that is not used for budget option templates.	No			Not applicable				Lucernex object is not in the loader configuration — no PostgreSQL table is created for it
BudgetOptionTemplate	CurrentPhaseStatus	Project Status	Text			No	This is a default field that is not used for budget option templates.	No			Not applicable				Lucernex object is not in the loader configuration — no PostgreSQL table is created for it
BudgetOptionTemplate	DBFolderSizeMB	Storage Size (MB)	2-Digit Number		2147483647	No	This is a default field that is not used for budget option templates.	No			Not applicable				Lucernex object is not in the loader configuration — no PostgreSQL table is created for it
BudgetOptionTemplate	DemographicDMAID	Demographic DMA	DMA ID		-	No	This is a default field that is not used for budget option templates.	No			Not applicable				Lucernex object is not in the loader configuration — no PostgreSQL table is created for it
BudgetOptionTemplate	Depth	Depth	Number		2147483647	No	This is a default field that is not used for budget option templates.	No			Not applicable				Lucernex object is not in the loader configuration — no PostgreSQL table is created for it
BudgetOptionTemplate	DesignPhaseStatus	Design Phase Status	Text			No	This is a default field that is not used for budget option templates.	No			Not applicable				Lucernex object is not in the loader configuration — no PostgreSQL table is created for it
BudgetOptionTemplate	EntityEmail	Entity Email	Text			No	This is a default field that is not used for budget option templates.	No			Not applicable				Lucernex object is not in the loader configuration — no PostgreSQL table is created for it
BudgetOptionTemplate	EntityId	Entity LxID	Number		2147483647	No	The Project Entity ID.	No			Not applicable				Lucernex object is not in the loader configuration — no PostgreSQL table is created for it
BudgetOptionTemplate	EntityPhoto	Entity Photo	Text			No	This is a generic field. When you add this field to a page layout, you can use it to add a photo to the layout.	No			Not applicable				Lucernex object is not in the loader configuration — no PostgreSQL table is created for it
BudgetOptionTemplate	ExpectedEndDate	Original Delivery Date	Date		01/01/1900 - 01/01/3000	No	This is a default field that is not used for budget option templates.	No			Not applicable				Lucernex object is not in the loader configuration — no PostgreSQL table is created for it
BudgetOptionTemplate	FacilityName	Facility Name	Text			No	This is a default field that is not used for budget option templates.	No			Not applicable				Lucernex object is not in the loader configuration — no PostgreSQL table is created for it
BudgetOptionTemplate	FinancialModel	Financial Model	Text			No	This is a default field that is not used for budget option templates.	No			Not applicable				Lucernex object is not in the loader configuration — no PostgreSQL table is created for it
BudgetOptionTemplate	FirmID	Firm ID	Text	Required		No	The record's Firm ID.	No			Not applicable				Lucernex object is not in the loader configuration — no PostgreSQL table is created for it
BudgetOptionTemplate	Firm_PriorMonthAccrualTotal	Prior Month Accrual Total	Currency		999999999999999			No			Not applicable				Lucernex object is not in the loader configuration — no PostgreSQL table is created for it
BudgetOptionTemplate	Firm_SalesReportLogo	Sales Report Logo	Text		No Limit			No			Not applicable				Lucernex object is not in the loader configuration — no PostgreSQL table is created for it
BudgetOptionTemplate	Firm_SalesReportLogoMadewell	Sales Report Logo Madewell	Text		No Limit			No			Not applicable				Lucernex object is not in the loader configuration — no PostgreSQL table is created for it
BudgetOptionTemplate	Firm_SalesReportSignature	Sales Report Signature	Text		No Limit			No			Not applicable				Lucernex object is not in the loader configuration — no PostgreSQL table is created for it
BudgetOptionTemplate	Firm_SalesReportSignatureName	Sales Report Signature Name	Text		No Limit			No			Not applicable				Lucernex object is not in the loader configuration — no PostgreSQL table is created for it
BudgetOptionTemplate	Firm_SalesReportSignatureTitle	Sales Report Signature Title	Text		No Limit			No			Not applicable				Lucernex object is not in the loader configuration — no PostgreSQL table is created for it
BudgetOptionTemplate	Frontage	Frontage	Number		2147483647	No	This is a default field that is not used for budget option templates.	No			Not applicable				Lucernex object is not in the loader configuration — no PostgreSQL table is created for it
BudgetOptionTemplate	GrossArea	Gross Acreage	Acreage		2147483647	No	This is a default field that is not used for budget option templates.	No			Not applicable				Lucernex object is not in the loader configuration — no PostgreSQL table is created for it
BudgetOptionTemplate	HTMLAddress	Full Address	Text			No	This is a default field that is not used for budget option templates.	No			Not applicable				Lucernex object is not in the loader configuration — no PostgreSQL table is created for it
BudgetOptionTemplate	IStateProvinceCountryID	State	Country, State, County ID		-	No	This is a default field that is not used for budget option templates.	No			Not applicable				Lucernex object is not in the loader configuration — no PostgreSQL table is created for it
BudgetOptionTemplate	Inactive	Is Inactive?	Boolean	Required	-	No	This is a default field that is not used for budget option templates.	No			Not applicable				Lucernex object is not in the loader configuration — no PostgreSQL table is created for it
BudgetOptionTemplate	IsDead	Is Dead?	Boolean		-	No	This is a default field that is not used for budget option templates.	No			Not applicable				Lucernex object is not in the loader configuration — no PostgreSQL table is created for it
BudgetOptionTemplate	IssuesAndAlerts	Issues And Alerts	Text			No	This is a default field that is not used for budget option templates.	No			Not applicable				Lucernex object is not in the loader configuration — no PostgreSQL table is created for it
BudgetOptionTemplate	JurisdictionID	Jurisdiction	County ID		-	No	This is a default field that is not used for budget option templates.	No			Not applicable				Lucernex object is not in the loader configuration — no PostgreSQL table is created for it
BudgetOptionTemplate	LatitudeDegrees	Latitude	5-Digit Number		2147483647	No	This is a default field that is not used for budget option templates.	No			Not applicable				Lucernex object is not in the loader configuration — no PostgreSQL table is created for it
BudgetOptionTemplate	LinkProjectEntityContactListData	Contact List	Contact		-	No	This is a default field that is not used for budget option templates.	No			Not applicable				Lucernex object is not in the loader configuration — no PostgreSQL table is created for it
BudgetOptionTemplate	LocationID	Location	Location ID		-	No	This is a default field that is not used for budget option templates.	No			Not applicable				Lucernex object is not in the loader configuration — no PostgreSQL table is created for it
BudgetOptionTemplate	LongitudeDegrees	Longitude	5-Digit Number		2147483647	No	This is a default field that is not used for budget option templates.	No			Not applicable				Lucernex object is not in the loader configuration — no PostgreSQL table is created for it
BudgetOptionTemplate	ManagerIDList	Project Managers	Dropdown		-	No	This is a default field that is not used for budget option templates.	No			Not applicable				Lucernex object is not in the loader configuration — no PostgreSQL table is created for it
BudgetOptionTemplate	MapClientRecordID	Client Unique ID	Text			No	This is a default field that is not used for budget option templates.	No			Not applicable				Lucernex object is not in the loader configuration — no PostgreSQL table is created for it
BudgetOptionTemplate	MilestoneTimeline	Milestone Timeline	Text			No	This is a default field that is not used for budget option templates.	No			Not applicable				Lucernex object is not in the loader configuration — no PostgreSQL table is created for it
BudgetOptionTemplate	ModifiedByID	Modified By	Member ID		-	Yes	The Modified By field is a system-populated field which captures the name of the member who made a change to a record.	No			Not applicable				Lucernex object is not in the loader configuration — no PostgreSQL table is created for it
BudgetOptionTemplate	ModifiedDate	Modified Date	Time		01/01/1900 - 01/01/3000	Yes	The Modified Date field is a system-populated field which captures the date that a modification is made to a record.	No			Not applicable				Lucernex object is not in the loader configuration — no PostgreSQL table is created for it
BudgetOptionTemplate	NextMilestone	Next Milestone	Text		-	No	This is a default field that is not used for budget option templates.	No			Not applicable				Lucernex object is not in the loader configuration — no PostgreSQL table is created for it
BudgetOptionTemplate	Notes	Notes	Text		No Limit	No	Add any notes about the record.	No			Not applicable				Lucernex object is not in the loader configuration — no PostgreSQL table is created for it
BudgetOptionTemplate	NumberOfDocuments	Number of Documents	Number		2147483647	No	This is a default field that is not used for budget option templates.	No			Not applicable				Lucernex object is not in the loader configuration — no PostgreSQL table is created for it
BudgetOptionTemplate	OperationsPhaseStatus	Operations Phase Status	Text			No	This is a default field that is not used for budget option templates.	No			Not applicable				Lucernex object is not in the loader configuration — no PostgreSQL table is created for it
BudgetOptionTemplate	OriginalEndDate	Baseline End Date	Date		01/01/1900 - 01/01/3000	No	The baseline end date of a schedule task on the entity.	No			Not applicable				Lucernex object is not in the loader configuration — no PostgreSQL table is created for it
BudgetOptionTemplate	OriginalStartDate	Baseline Start Date	Date		01/01/1900 - 01/01/3000	No	The baseline start date of a schedule task on the entity.	No			Not applicable				Lucernex object is not in the loader configuration — no PostgreSQL table is created for it
BudgetOptionTemplate	Phone	Phone	Text			No	This is a default field that is not used for budget option templates.	No			Not applicable				Lucernex object is not in the loader configuration — no PostgreSQL table is created for it
BudgetOptionTemplate	PossessionPhaseStatus	Possession Phase Status	Text			No	This is a default field that is not used for budget option templates.	No			Not applicable				Lucernex object is not in the loader configuration — no PostgreSQL table is created for it
BudgetOptionTemplate	PostalCode	Postal Code	Text			No	This is a default field that is not used for budget option templates.	No			Not applicable				Lucernex object is not in the loader configuration — no PostgreSQL table is created for it
BudgetOptionTemplate	PotentialProjectName	Site Name	Text			No	This is a default field that is not used for budget option templates.	No			Not applicable				Lucernex object is not in the loader configuration — no PostgreSQL table is created for it
BudgetOptionTemplate	PreviousMilestone	Previous Milestone	Text		-	No	This is a default field that is not used for budget option templates.	No			Not applicable				Lucernex object is not in the loader configuration — no PostgreSQL table is created for it
BudgetOptionTemplate	ProgramID	Capital Program	Text		-	No	This is a default field that is not used for budget option templates.	No			Not applicable				Lucernex object is not in the loader configuration — no PostgreSQL table is created for it
BudgetOptionTemplate	ProgramName	Portfolio/Program Name	Text			No	This is a default field that is not used for budget option templates.	No			Not applicable				Lucernex object is not in the loader configuration — no PostgreSQL table is created for it
BudgetOptionTemplate	ProjectDescription	Description	Text			No	Write a description of the record.	No			Not applicable				Lucernex object is not in the loader configuration — no PostgreSQL table is created for it
BudgetOptionTemplate	ProjectEntityID	Entity RecID	Number		2147483647	Yes	The ProjectEntityID is the Base Entity System Identifier for associated tasks, folders, documents, forms, and other records. It is assigned automatically by the system, and is not editable.	No			Not applicable				Lucernex object is not in the loader configuration — no PostgreSQL table is created for it
BudgetOptionTemplate	ProjectEntityName	Name	Text	Required	100	No	The record name.	No			Not applicable				Lucernex object is not in the loader configuration — no PostgreSQL table is created for it
BudgetOptionTemplate	ProjectEntityTypeName	Entity Type	Text			No	This is a default field that is not used for budget option templates.	No			Not applicable				Lucernex object is not in the loader configuration — no PostgreSQL table is created for it
BudgetOptionTemplate	ProjectName	Project Name	Text			No	This is a default field that is not used for budget option templates.	No			Not applicable				Lucernex object is not in the loader configuration — no PostgreSQL table is created for it
BudgetOptionTemplate	PrototypeID	Prototype	Prototype ID		-	No	This is a default field that is not used for budget option templates.	No			Not applicable				Lucernex object is not in the loader configuration — no PostgreSQL table is created for it
BudgetOptionTemplate	PrototypeName	Prototype Name	Text			No	This is a default field that is not used for budget option templates.	No			Not applicable				Lucernex object is not in the loader configuration — no PostgreSQL table is created for it
BudgetOptionTemplate	RealEstatePhaseStatus	Real Estate Phase Status	Text			No	This is a default field that is not used for budget option templates.	No			Not applicable				Lucernex object is not in the loader configuration — no PostgreSQL table is created for it
BudgetOptionTemplate	RegionID	Region	Region ID		-	No	This is a default field that is not used for budget option templates.	No			Not applicable				Lucernex object is not in the loader configuration — no PostgreSQL table is created for it
BudgetOptionTemplate	RelatedEntities	Related Entities	Text			No	This is a default field that is not used for budget option templates.	No			Not applicable				Lucernex object is not in the loader configuration — no PostgreSQL table is created for it
BudgetOptionTemplate	RelocatedFrom	RelocatedFrom	Text			No	This is a default field that is not used for budget option templates.	No			Not applicable				Lucernex object is not in the loader configuration — no PostgreSQL table is created for it
BudgetOptionTemplate	RentableArea	Rentable Area	Number		2147483647	No	This is a default field that is not used for budget option templates.	No			Not applicable				Lucernex object is not in the loader configuration — no PostgreSQL table is created for it
BudgetOptionTemplate	RevNumber	Rev Number	Number		2147483647	Yes	The Rev Number field indicates how many times a record has been modified. This value of the field increases by 1 each time the record is modified.	No			Not applicable				Lucernex object is not in the loader configuration — no PostgreSQL table is created for it
BudgetOptionTemplate	RootRegionID	Parent Region	Region ID		-	No	This is a default field that is not used for budget option templates.	No			Not applicable				Lucernex object is not in the loader configuration — no PostgreSQL table is created for it
BudgetOptionTemplate	RunReportAction	Run Report Action	Text			Yes	This is a generic field. When you add this field to a page layout, it will run a report. See the Run Report Action Buttons article in the Online Help to learn more.	No			Not applicable				Lucernex object is not in the loader configuration — no PostgreSQL table is created for it
BudgetOptionTemplate	SequenceNumber	Sequence Number	Number		2147483647	Yes	This field generates a sequence number for the record. The next record created receives the next number in the sequence.	No			Not applicable				Lucernex object is not in the loader configuration — no PostgreSQL table is created for it
BudgetOptionTemplate	SlotEndDate	RE Planner Open Date	Date		01/01/1900 - 01/01/3000	No	This is a default field that is not used for budget option templates.	No			Not applicable				Lucernex object is not in the loader configuration — no PostgreSQL table is created for it
BudgetOptionTemplate	StreetAddress	Street Address	Text			No	This is a default field that is not used for budget option templates.	No			Not applicable				Lucernex object is not in the loader configuration — no PostgreSQL table is created for it
BudgetOptionTemplate	StreetAddress1	Street Address #1	Text			No	This is a default field that is not used for budget option templates.	No			Not applicable				Lucernex object is not in the loader configuration — no PostgreSQL table is created for it
BudgetOptionTemplate	StreetAddress2	Street Address #2	Text			No	This is a default field that is not used for budget option templates.	No			Not applicable				Lucernex object is not in the loader configuration — no PostgreSQL table is created for it
BudgetOptionTemplate	StreetAddress3	Street Address #3	Text			No	This is a default field that is not used for budget option templates.	No			Not applicable				Lucernex object is not in the loader configuration — no PostgreSQL table is created for it
BudgetOptionTemplate	StreetAddress4	Street Address #4	Text			No	This is a default field that is not used for budget option templates.	No			Not applicable				Lucernex object is not in the loader configuration — no PostgreSQL table is created for it
BudgetOptionTemplate	SubRegionID	Sub Region	Region ID		-	No	This is a default field that is not used for budget option templates.	No			Not applicable				Lucernex object is not in the loader configuration — no PostgreSQL table is created for it
BudgetOptionTemplate	ThirdPartyWarehouse	Third Party Warehouse	Text			No	This is a default field that is not used for budget option templates.	No			Not applicable				Lucernex object is not in the loader configuration — no PostgreSQL table is created for it
BudgetOptionTemplate	TimeZone	Time Zone	Text		50	No	This is a default field that is not used for budget option templates.	No			Not applicable				Lucernex object is not in the loader configuration — no PostgreSQL table is created for it
BudgetOptionTemplate	TradeArea	Trade Area	Text			No	This is a default field that is not used for budget option templates.	No			Not applicable				Lucernex object is not in the loader configuration — no PostgreSQL table is created for it
BudgetOptionTemplate	UUID	Entity UUID	Text		36	Yes	This field captures a unique identifier associated with your record. This identifier is used if you are using an integration with other Accruent products.	No			Not applicable				Lucernex object is not in the loader configuration — no PostgreSQL table is created for it
BudgetOptionTemplate	UsableArea	Usable Area	Number		2147483647	No	This is a default field that is not used for budget option templates.	No			Not applicable				Lucernex object is not in the loader configuration — no PostgreSQL table is created for it
BudgetTemplate	ProjectEntityID	ProjectEntityID	Entity ID		-			Yes	lxr_drp_jcrew	budget_template	Not created yet — no data	ProjectEntityID	VARCHAR(64) NOT NULL	Primary key	Table may not exist in the database yet. No data has ever been returned for this Lucernex object, and the loader only issues CREATE TABLE once the first row arrives. The configuration is in place, so this table and all of its columns will be created automatically as soon as data is entered in Lucernex.
BudgetTemplateAudit	AppliedDate	Applied Date	Time	Required	01/01/1900 - 01/01/3000	Yes	The date when the budget template was applied to an entity.	Yes	lxr_drp_jcrew	budget_template_audit	Not created yet — no data	AppliedDate	TEXT		Table may not exist in the database yet. No data has ever been returned for this Lucernex object, and the loader only issues CREATE TABLE once the first row arrives. The configuration is in place, so this table and all of its columns will be created automatically as soon as data is entered in Lucernex.
BudgetTemplateAudit	BOMapClientRecordID	Template Audit ClientID	Text	Required	256	Yes	The ClientID field is a free form text field that can be used when importing data to uniquely look up a record for update. This record identifier can either be system-generated or defined by the user upon the initial import of record data. The ClientID has the database name "BOMapClientRecordID".	Yes	lxr_drp_jcrew	budget_template_audit	Not created yet — no data	BOMapClientRecordID	VARCHAR(64) NOT NULL	Primary key	Table may not exist in the database yet. No data has ever been returned for this Lucernex object, and the loader only issues CREATE TABLE once the first row arrives. The configuration is in place, so this table and all of its columns will be created automatically as soon as data is entered in Lucernex.
BudgetTemplateAudit	BudgetEntityTemplateID	Budget Template	Template ID		-	Yes	The ID of the budget template that was applied to the entity.	Yes	lxr_drp_jcrew	budget_template_audit	Not created yet — no data	BudgetEntityTemplateID	TEXT	Foreign key (ID reference)	Table may not exist in the database yet. No data has ever been returned for this Lucernex object, and the loader only issues CREATE TABLE once the first row arrives. The configuration is in place, so this table and all of its columns will be created automatically as soon as data is entered in Lucernex.
BudgetTemplateAudit	CodeFolderActionIDList	Folder Template Action List	Dropdown (Folder Template Action Code)		-	Yes	This field is not implemented for this table.	Yes	lxr_drp_jcrew	budget_template_audit	Not created yet — no data	CodeFolderActionIDList	TEXT		Table may not exist in the database yet. No data has ever been returned for this Lucernex object, and the loader only issues CREATE TABLE once the first row arrives. The configuration is in place, so this table and all of its columns will be created automatically as soon as data is entered in Lucernex.
BudgetTemplateAudit	CopyFolderStructure	Copy Folder Structure?	Boolean		-	Yes	If the value of this field is true, a folder template has been applied.	Yes	lxr_drp_jcrew	budget_template_audit	Not created yet — no data	CopyFolderStructure	TEXT		Table may not exist in the database yet. No data has ever been returned for this Lucernex object, and the loader only issues CREATE TABLE once the first row arrives. The configuration is in place, so this table and all of its columns will be created automatically as soon as data is entered in Lucernex.
BudgetTemplateAudit	CreatedByID	Created By	Member ID		-	Yes	The Created By field is a system-populated field which captures the name of the member making changes to a record.	Yes	lxr_drp_jcrew	budget_template_audit	Not created yet — no data	CreatedByID	TEXT	Foreign key (ID reference)	Table may not exist in the database yet. No data has ever been returned for this Lucernex object, and the loader only issues CREATE TABLE once the first row arrives. The configuration is in place, so this table and all of its columns will be created automatically as soon as data is entered in Lucernex.
BudgetTemplateAudit	CreatedDate	Created Date	Time		01/01/1900 - 01/01/3000	Yes	The Created Date field is a system-populated field which captures the date that a record was created.	Yes	lxr_drp_jcrew	budget_template_audit	Not created yet — no data	CreatedDate	TEXT	Audit	Table may not exist in the database yet. No data has ever been returned for this Lucernex object, and the loader only issues CREATE TABLE once the first row arrives. The configuration is in place, so this table and all of its columns will be created automatically as soon as data is entered in Lucernex.
BudgetTemplateAudit	EntityTemplateID	Entity Template	Template ID	Required	-	Yes	The ID of the template type.	Yes	lxr_drp_jcrew	budget_template_audit	Not created yet — no data	EntityTemplateID	TEXT	Foreign key (ID reference)	Table may not exist in the database yet. No data has ever been returned for this Lucernex object, and the loader only issues CREATE TABLE once the first row arrives. The configuration is in place, so this table and all of its columns will be created automatically as soon as data is entered in Lucernex.
BudgetTemplateAudit	EntityTemplateTypeName	Entity Template Type	Text			Yes	The plain text name of the template type.	Yes	lxr_drp_jcrew	budget_template_audit	Not created yet — no data	EntityTemplateTypeName	TEXT		Table may not exist in the database yet. No data has ever been returned for this Lucernex object, and the loader only issues CREATE TABLE once the first row arrives. The configuration is in place, so this table and all of its columns will be created automatically as soon as data is entered in Lucernex.
BudgetTemplateAudit	FolderEntityTemplateID	Folder Template	Template ID		-	Yes	The ID of the folder template that was applied to the entity.	Yes	lxr_drp_jcrew	budget_template_audit	Not created yet — no data	FolderEntityTemplateID	TEXT	Foreign key (ID reference)	Table may not exist in the database yet. No data has ever been returned for this Lucernex object, and the loader only issues CREATE TABLE once the first row arrives. The configuration is in place, so this table and all of its columns will be created automatically as soon as data is entered in Lucernex.
BudgetTemplateAudit	ModifiedByID	Modified By	Member ID		-	Yes	The Modified By field is a system-populated field which captures the name of the member who made a change to a record.	Yes	lxr_drp_jcrew	budget_template_audit	Not created yet — no data	ModifiedByID	TEXT	Foreign key (ID reference)	Table may not exist in the database yet. No data has ever been returned for this Lucernex object, and the loader only issues CREATE TABLE once the first row arrives. The configuration is in place, so this table and all of its columns will be created automatically as soon as data is entered in Lucernex.
BudgetTemplateAudit	ModifiedDate	Modified Date	Time		01/01/1900 - 01/01/3000	Yes	The Modified Date field is a system-populated field which captures the date that a modification is made to a record.	Yes	lxr_drp_jcrew	budget_template_audit	Not created yet — no data	ModifiedDate	TEXT	Incremental watermark	Table may not exist in the database yet. No data has ever been returned for this Lucernex object, and the loader only issues CREATE TABLE once the first row arrives. The configuration is in place, so this table and all of its columns will be created automatically as soon as data is entered in Lucernex.
BudgetTemplateAudit	ProjectEntityID	ProjectEntityID	Entity ID		-			Yes	lxr_drp_jcrew	budget_template_audit	Not created yet — no data	ProjectEntityID	TEXT	Foreign key (ID reference)	Table may not exist in the database yet. No data has ever been returned for this Lucernex object, and the loader only issues CREATE TABLE once the first row arrives. The configuration is in place, so this table and all of its columns will be created automatically as soon as data is entered in Lucernex.
BudgetTemplateAudit	RevNumber	Rev Number	Number		2147483647	Yes	The Rev Number field indicates how many times a record has been modified. This value of the field increases by 1 each time the record is modified.	Yes	lxr_drp_jcrew	budget_template_audit	Not created yet — no data	RevNumber	TEXT	Audit	Table may not exist in the database yet. No data has ever been returned for this Lucernex object, and the loader only issues CREATE TABLE once the first row arrives. The configuration is in place, so this table and all of its columns will be created automatically as soon as data is entered in Lucernex.
BudgetTemplateAudit	ScheduleEndDate	Schedule End Date	Date		01/01/1900 - 01/01/3000	Yes	The end date of the schedule.	Yes	lxr_drp_jcrew	budget_template_audit	Not created yet — no data	ScheduleEndDate	TEXT		Table may not exist in the database yet. No data has ever been returned for this Lucernex object, and the loader only issues CREATE TABLE once the first row arrives. The configuration is in place, so this table and all of its columns will be created automatically as soon as data is entered in Lucernex.
BudgetTemplateAudit	ScheduleStartDate	Schedule Start Date	Date		01/01/1900 - 01/01/3000	Yes	The start date of the schedule.	Yes	lxr_drp_jcrew	budget_template_audit	Not created yet — no data	ScheduleStartDate	TEXT		Table may not exist in the database yet. No data has ever been returned for this Lucernex object, and the loader only issues CREATE TABLE once the first row arrives. The configuration is in place, so this table and all of its columns will be created automatically as soon as data is entered in Lucernex.
BudgetTemplateAudit	TaskEntityTemplateID	Task Template	Template ID		-	Yes	The ID of the schedule template that was applied to the entity.	Yes	lxr_drp_jcrew	budget_template_audit	Not created yet — no data	TaskEntityTemplateID	TEXT	Foreign key (ID reference)	Table may not exist in the database yet. No data has ever been returned for this Lucernex object, and the loader only issues CREATE TABLE once the first row arrives. The configuration is in place, so this table and all of its columns will be created automatically as soon as data is entered in Lucernex.
BudgetTemplateAudit	TemplateAuditID	Template Audit RecID	Number		2147483647	Yes	This field contains a Base Entity System Identifier for your record. It is assigned automatically by the system, and is not editable.	Yes	lxr_drp_jcrew	budget_template_audit	Not created yet — no data	TemplateAuditID	TEXT	Foreign key (ID reference)	Table may not exist in the database yet. No data has ever been returned for this Lucernex object, and the loader only issues CREATE TABLE once the first row arrives. The configuration is in place, so this table and all of its columns will be created automatically as soon as data is entered in Lucernex.
BudgetView	BOMapClientRecordID	Budget View ClientID	Text	Required	256	Yes	The ClientID field is a free form text field that can be used when importing data to uniquely look up a record for update. This record identifier can either be system-generated or defined by the user upon the initial import of record data. The ClientID has the database name "BOMapClientRecordID".	Yes	lxr_drp_jcrew	budget_view	Not created yet — no data	BOMapClientRecordID	TEXT	Client identifier	Table may not exist in the database yet. No data has ever been returned for this Lucernex object, and the loader only issues CREATE TABLE once the first row arrives. The configuration is in place, so this table and all of its columns will be created automatically as soon as data is entered in Lucernex.
BudgetView	BudgetViewID	Budget View RecID	Number		2147483647	Yes	This field contains a Base Entity System Identifier for your record. It is assigned automatically by the system, and is not editable.	Yes	lxr_drp_jcrew	budget_view	Not created yet — no data	BudgetViewID	VARCHAR(64) NOT NULL	Primary key	Table may not exist in the database yet. No data has ever been returned for this Lucernex object, and the loader only issues CREATE TABLE once the first row arrives. The configuration is in place, so this table and all of its columns will be created automatically as soon as data is entered in Lucernex.
BudgetView	BudgetViewName	Budget View Name	Text	Required	100	Yes	Enter the budget view name in this field. A budget view limits the line items seen per user class. For more information about budget views, see the Online Help.	Yes	lxr_drp_jcrew	budget_view	Not created yet — no data	BudgetViewName	TEXT		Table may not exist in the database yet. No data has ever been returned for this Lucernex object, and the loader only issues CREATE TABLE once the first row arrives. The configuration is in place, so this table and all of its columns will be created automatically as soon as data is entered in Lucernex.
BudgetView	CreatedByID	Created By	Member ID		-	Yes	The Created By field is a system-populated field which captures the name of the member making changes to a record.	Yes	lxr_drp_jcrew	budget_view	Not created yet — no data	CreatedByID	TEXT	Foreign key (ID reference)	Table may not exist in the database yet. No data has ever been returned for this Lucernex object, and the loader only issues CREATE TABLE once the first row arrives. The configuration is in place, so this table and all of its columns will be created automatically as soon as data is entered in Lucernex.
BudgetView	CreatedDate	Created Date	Time		01/01/1900 - 01/01/3000	Yes	The Created Date field is a system-populated field which captures the date that a record was created.	Yes	lxr_drp_jcrew	budget_view	Not created yet — no data	CreatedDate	TEXT	Audit	Table may not exist in the database yet. No data has ever been returned for this Lucernex object, and the loader only issues CREATE TABLE once the first row arrives. The configuration is in place, so this table and all of its columns will be created automatically as soon as data is entered in Lucernex.
BudgetView	Description	Description	Text		255	No	Write a description of the record.	Yes	lxr_drp_jcrew	budget_view	Not created yet — no data	Description	TEXT		Table may not exist in the database yet. No data has ever been returned for this Lucernex object, and the loader only issues CREATE TABLE once the first row arrives. The configuration is in place, so this table and all of its columns will be created automatically as soon as data is entered in Lucernex.
BudgetView	ModifiedByID	Modified By	Member ID		-	Yes	The Modified By field is a system-populated field which captures the name of the member who made a change to a record.	Yes	lxr_drp_jcrew	budget_view	Not created yet — no data	ModifiedByID	TEXT	Foreign key (ID reference)	Table may not exist in the database yet. No data has ever been returned for this Lucernex object, and the loader only issues CREATE TABLE once the first row arrives. The configuration is in place, so this table and all of its columns will be created automatically as soon as data is entered in Lucernex.
BudgetView	ModifiedDate	Modified Date	Time		01/01/1900 - 01/01/3000	Yes	The Modified Date field is a system-populated field which captures the date that a modification is made to a record.	Yes	lxr_drp_jcrew	budget_view	Not created yet — no data	ModifiedDate	TEXT	Incremental watermark	Table may not exist in the database yet. No data has ever been returned for this Lucernex object, and the loader only issues CREATE TABLE once the first row arrives. The configuration is in place, so this table and all of its columns will be created automatically as soon as data is entered in Lucernex.
BudgetView	ProjectEntityID	ProjectEntityID	Entity ID		-			Yes	lxr_drp_jcrew	budget_view	Not created yet — no data	ProjectEntityID	TEXT	Foreign key (ID reference)	Table may not exist in the database yet. No data has ever been returned for this Lucernex object, and the loader only issues CREATE TABLE once the first row arrives. The configuration is in place, so this table and all of its columns will be created automatically as soon as data is entered in Lucernex.
